Geo group,Geo group member,Year,Sex,Age group,GHE Cause,Mean value,Mean lower value,Mean upper value,Mean value [95% CI],Age-standardized rate,Age-standardized rate lower value,Age-standardized rate upper value,Age-standardized rate [95% CI]
WHO regions,5_Emr,2017,Male,50 to 54 years,Stroke,82782.118,44211.16,129978.231,82 782 [44 211 - 129 978],31.568,16.859,49.565,31.57 [16.86 - 49.57]
WHO regions,5_Emr,2017,Male,50 to 54 years,Chronic Obstructive Pulmonary Disease,44332.754,17859.25,79877.2,44 333 [17 859 - 79 877],16.906,6.81,30.46,16.91 [6.81 - 30.46]
WHO regions,5_Emr,2017,Male,50 to 54 years,Acute Lower Respiratory Infections,28749.458,19515.31,38924.013,28 749 [19 515 - 38 924],10.963,7.442,14.843,10.96 [7.44 - 14.84]
WHO regions,5_Emr,2017,Male,50 to 54 years,Lung Cancer,18717.648,11079.553,28167.078,18 718 [11 080 - 28 167],7.138,4.225,10.741,7.14 [4.23 - 10.74]
WHO regions,5_Emr,2017,Male,45 to 49 years,Ischaemic Heart Disease,286133.356,196030.702,365103.5,286 133 [196 031 - 365 104],101.135,69.288,129.047,101.14 [69.29 - 129.05]
WHO regions,5_Emr,2017,Male,45 to 49 years,Stroke,59970.098,31989.381,94179.023,59 970 [31 989 - 94 179],21.197,11.307,33.288,21.20 [11.31 - 33.29]
WHO regions,5_Emr,2017,Male,45 to 49 years,Chronic Obstructive Pulmonary Disease,27565.684,11037.977,49829.76,27 566 [11 038 - 49 830],9.743,3.901,17.613,9.74 [3.90 - 17.61]
WHO regions,5_Emr,2017,Male,45 to 49 years,Acute Lower Respiratory Infections,24485.254,16562.166,33216.247,24 485 [16 562 - 33 216],8.654,5.854,11.74,8.65 [5.85 - 11.74]
WHO regions,5_Emr,2017,Male,45 to 49 years,Lung Cancer,12372.386,7309.508,18639.371,12 372 [7 310 - 18 639],4.373,2.584,6.588,4.37 [2.58 - 6.59]
WHO regions,5_Emr,2017,Male,40 to 44 years,Ischaemic Heart Disease,210028.438,144298.538,267660.637,210 028 [144 299 - 267 661],66.719,45.839,85.026,66.72 [45.84 - 85.03]
WHO regions,5_Emr,2017,Male,40 to 44 years,Stroke,47102.323,25170.052,74010.004,47 102 [25 170 - 74 010],14.963,7.996,23.51,14.96 [8.00 - 23.51]
WHO regions,5_Emr,2017,Male,40 to 44 years,Acute Lower Respiratory Infections,23227.791,15743.096,31435.226,23 228 [15 743 - 31 435],7.379,5.001,9.986,7.38 [5.00 - 9.99]
WHO regions,5_Emr,2017,Male,40 to 44 years,Chronic Obstructive Pulmonary Disease,18530.281,7390.81,33563.264,18 530 [7 391 - 33 563],5.886,2.348,10.662,5.89 [2.35 - 10.66]
WHO regions,5_Emr,2017,Male,40 to 44 years,Lung Cancer,6087.688,3570.726,9215.709,6 088 [3 571 - 9 216],1.934,1.134,2.928,1.93 [1.13 - 2.93]
WHO regions,5_Emr,2017,Male,35 to 39 years,Ischaemic Heart Disease,143543.281,98503.729,182935.787,143 543 [98 504 - 182 936],40.818,28.01,52.02,40.82 [28.01 - 52.02]
WHO regions,5_Emr,2017,Male,35 to 39 years,Stroke,37149.391,19886.957,58298.884,37 149 [19 887 - 58 299],10.564,5.655,16.578,10.56 [5.66 - 16.58]
WHO regions,5_Emr,2017,Male,35 to 39 years,Acute Lower Respiratory Infections,22106.279,15017.75,29841.568,22 106 [15 018 - 29 842],6.286,4.27,8.486,6.29 [4.27 - 8.49]
WHO regions,5_Emr,2017,Male,35 to 39 years,Chronic Obstructive Pulmonary Disease,13523.893,5365.252,24572.562,13 524 [5 365 - 24 573],3.846,1.526,6.987,3.85 [1.53 - 6.99]
WHO regions,5_Emr,2017,Male,35 to 39 years,Lung Cancer,1863.476,1089.616,2819.754,1 863 [1 090 - 2 820],0.53,0.31,0.802,0.53 [0.31 - 0.80]
WHO regions,5_Emr,2017,Male,30 to 34 years,Ischaemic Heart Disease,107252.17,73709.679,136512.05,107 252 [73 710 - 136 512],27.953,19.211,35.579,27.95 [19.21 - 35.58]
WHO regions,5_Emr,2017,Male,30 to 34 years,Stroke,30249.349,16210.508,47461.992,30 249 [16 211 - 47 462],7.884,4.225,12.37,7.88 [4.23 - 12.37]
WHO regions,5_Emr,2017,Male,30 to 34 years,Acute Lower Respiratory Infections,20525.253,13941.537,27689.332,20 525 [13 942 - 27 689],5.349,3.634,7.217,5.35 [3.63 - 7.22]
WHO regions,5_Emr,2017,Male,30 to 34 years,Chronic Obstructive Pulmonary Disease,11932.054,4705.674,21745.283,11 932 [4 706 - 21 745],3.11,1.226,5.667,3.11 [1.23 - 5.67]
WHO regions,5_Emr,2017,Male,30 to 34 years,Lung Cancer,1860.145,1111.555,2775.046,1 860 [1 112 - 2 775],0.485,0.29,0.723,0.49 [0.29 - 0.72]
WHO regions,5_Emr,2017,Male,25 to 29 years,Ischaemic Heart Disease,66314.486,45591.823,84379.766,66 314 [45 592 - 84 380],16.771,11.53,21.339,16.77 [11.53 - 21.34]
WHO regions,5_Emr,2017,Male,25 to 29 years,Stroke,27084.449,14494.769,42588.301,27 084 [14 495 - 42 588],6.85,3.666,10.77,6.85 [3.67 - 10.77]
WHO regions,5_Emr,2017,Male,25 to 29 years,Acute Lower Respiratory Infections,21102.45,14318.772,28501.239,21 102 [14 319 - 28 501],5.337,3.621,7.208,5.34 [3.62 - 7.21]
WHO regions,5_Emr,2017,Male,25 to 29 years,Chronic Obstructive Pulmonary Disease,9826.744,3867.33,17909.755,9 827 [3 867 - 17 910],2.485,0.978,4.529,2.49 [0.98 - 4.53]
WHO regions,5_Emr,2017,Male,25 to 29 years,Lung Cancer,1262.652,738.686,1909.837,1 263 [739 - 1 910],0.319,0.187,0.483,0.32 [0.19 - 0.48]
WHO regions,5_Emr,2017,Male,20 to 24 years,Acute Lower Respiratory Infections,21233.638,14371.362,28710.628,21 234 [14 371 - 28 711],5.499,3.722,7.435,5.50 [3.72 - 7.44]
WHO regions,5_Emr,2017,Male,15 to 19 years,Acute Lower Respiratory Infections,24343.804,16496.157,32901.82,24 344 [16 496 - 32 902],6.287,4.26,8.497,6.29 [4.26 - 8.50]
WHO regions,5_Emr,2017,Male,10 to 14 years,Acute Lower Respiratory Infections,32416.42,21243.471,44603.036,32 416 [21 243 - 44 603],7.921,5.191,10.899,7.92 [5.19 - 10.90]
WHO regions,5_Emr,2017,Male,5 to 9 years,Acute Lower Respiratory Infections,55036.844,36271.065,75766.288,55 037 [36 271 - 75 766],12.266,8.084,16.886,12.27 [8.08 - 16.89]
WHO regions,5_Emr,2017,Male,0 to 4 years,Acute Lower Respiratory Infections,1692071.005,1114431.86,2327827.136,1 692 071 [1 114 432 - 2 327 827],344.326,226.78,473.699,344.33 [226.78 - 473.70]
WHO regions,5_Emr,2016,Female,80 years and over,Ischaemic Heart Disease,224293.478,150629.418,288256.522,224 293 [150 629 - 288 257],142.88,95.954,183.626,142.88 [95.95 - 183.63]
WHO regions,5_Emr,2016,Female,80 years and over,Stroke,88032.963,45751.965,138338.348,88 033 [45 752 - 138 338],56.079,29.145,88.125,56.08 [29.15 - 88.13]
WHO regions,5_Emr,2016,Female,80 years and over,Chronic Obstructive Pulmonary Disease,38726.062,15547.06,70096.463,38 726 [15 547 - 70 096],24.669,9.904,44.653,24.67 [9.90 - 44.65]
WHO regions,5_Emr,2016,Female,80 years and over,Acute Lower Respiratory Infections,22868.009,14856.978,31622.535,22 868 [14 857 - 31 623],14.568,9.464,20.144,14.57 [9.46 - 20.14]
WHO regions,5_Emr,2016,Female,80 years and over,Lung Cancer,1482.516,865.985,2245.747,1 483 [866 - 2 246],0.944,0.552,1.431,0.94 [0.55 - 1.43]
WHO regions,5_Emr,2016,Female,75 to 79 years,Ischaemic Heart Disease,199512.948,134413.325,256281.994,199 513 [134 413 - 256 282],110.594,74.508,142.062,110.59 [74.51 - 142.06]
WHO regions,5_Emr,2016,Female,75 to 79 years,Stroke,90505.536,47455.438,142295.554,90 506 [47 455 - 142 296],50.169,26.305,78.877,50.17 [26.31 - 78.88]
WHO regions,5_Emr,2016,Female,75 to 79 years,Chronic Obstructive Pulmonary Disease,32953.085,13279.455,59518.228,32 953 [13 279 - 59 518],18.267,7.361,32.992,18.27 [7.36 - 32.99]
WHO regions,5_Emr,2016,Female,75 to 79 years,Acute Lower Respiratory Infections,18667.514,12203.064,25765.762,18 668 [12 203 - 25 766],10.348,6.764,14.282,10.35 [6.76 - 14.28]
WHO regions,5_Emr,2016,Female,75 to 79 years,Lung Cancer,1985.16,1161.635,3004.037,1 985 [1 162 - 3 004],1.1,0.644,1.665,1.10 [0.64 - 1.67]
WHO regions,5_Emr,2016,Female,70 to 74 years,Ischaemic Heart Disease,229555.576,155337.71,294427.42,229 556 [155 338 - 294 427],123.976,83.893,159.012,123.98 [83.89 - 159.01]
WHO regions,5_Emr,2016,Female,70 to 74 years,Stroke,107216.731,56573.624,168578.68,107 217 [56 574 - 168 579],57.905,30.554,91.044,57.91 [30.55 - 91.04]
WHO regions,5_Emr,2016,Female,70 to 74 years,Chronic Obstructive Pulmonary Disease,40466.703,16453.379,72714.23,40 467 [16 453 - 72 714],21.855,8.886,39.271,21.86 [8.89 - 39.27]
WHO regions,5_Emr,2016,Female,70 to 74 years,Acute Lower Respiratory Infections,21863.561,14489.748,29964.881,21 864 [14 490 - 29 965],11.808,7.826,16.183,11.81 [7.83 - 16.18]
WHO regions,5_Emr,2016,Female,70 to 74 years,Lung Cancer,3115.691,1831.893,4698.577,3 116 [1 832 - 4 699],1.683,0.989,2.538,1.68 [0.99 - 2.54]
WHO regions,5_Emr,2016,Female,65 to 69 years,Ischaemic Heart Disease,254723.544,173080.985,326100.267,254 724 [173 081 - 326 100],131.283,89.205,168.071,131.28 [89.21 - 168.07]
WHO regions,5_Emr,2016,Female,65 to 69 years,Stroke,108029.687,57197.228,169891.77,108 030 [57 197 - 169 892],55.678,29.479,87.561,55.68 [29.48 - 87.56]
WHO regions,5_Emr,2016,Female,65 to 69 years,Chronic Obstructive Pulmonary Disease,37356.542,15160.186,67255.844,37 357 [15 160 - 67 256],19.253,7.814,34.663,19.25 [7.81 - 34.66]
WHO regions,5_Emr,2016,Female,65 to 69 years,Acute Lower Respiratory Infections,21228.019,14126.544,29033.869,21 228 [14 127 - 29 034],10.941,7.281,14.964,10.94 [7.28 - 14.96]
WHO regions,5_Emr,2016,Female,65 to 69 years,Lung Cancer,4267.808,2513.267,6429.673,4 268 [2 513 - 6 430],2.2,1.295,3.314,2.20 [1.30 - 3.31]
WHO regions,5_Emr,2016,Female,60 to 64 years,Ischaemic Heart Disease,252709.959,171523.047,323678.955,252 710 [171 523 - 323 679],120.131,81.537,153.868,120.13 [81.54 - 153.87]
WHO regions,5_Emr,2016,Female,60 to 64 years,Stroke,107017.093,56653.506,168241.459,107 017 [56 654 - 168 241],50.873,26.931,79.977,50.87 [26.93 - 79.98]
WHO regions,5_Emr,2016,Female,60 to 64 years,Chronic Obstructive Pulmonary Disease,34659.189,13976.807,62638.417,34 659 [13 977 - 62 638],16.476,6.644,29.776,16.48 [6.64 - 29.78]
WHO regions,5_Emr,2016,Female,60 to 64 years,Acute Lower Respiratory Infections,21286.056,14091.507,29210.861,21 286 [14 092 - 29 211],10.119,6.699,13.886,10.12 [6.70 - 13.89]
WHO regions,5_Emr,2016,Female,60 to 64 years,Lung Cancer,5327.586,3147.944,8013.486,5 328 [3 148 - 8 013],2.533,1.496,3.809,2.53 [1.50 - 3.81]
WHO regions,5_Emr,2016,Female,55 to 59 years,Ischaemic Heart Disease,218609.29,148932.053,279652.765,218 609 [148 932 - 279 653],97.367,66.333,124.555,97.37 [66.33 - 124.56]
WHO regions,5_Emr,2016,Female,55 to 59 years,Stroke,92851.713,49199.274,146066.128,92 852 [49 199 - 146 066],41.355,21.913,65.057,41.36 [21.91 - 65.06]
WHO regions,5_Emr,2016,Female,55 to 59 years,Chronic Obstructive Pulmonary Disease,28668.79,11506.144,51957.921,28 669 [11 506 - 51 958],12.769,5.125,23.142,12.77 [5.13 - 23.14]
WHO regions,5_Emr,2016,Female,55 to 59 years,Acute Lower Respiratory Infections,16636.978,10959.006,22911.688,16 637 [10 959 - 22 912],7.41,4.881,10.205,7.41 [4.88 - 10.21]
WHO regions,5_Emr,2016,Female,55 to 59 years,Lung Cancer,5374.867,3197.408,8048.58,5 375 [3 197 - 8 049],2.394,1.424,3.585,2.39 [1.42 - 3.59]
WHO regions,5_Emr,2016,Female,50 to 54 years,Ischaemic Heart Disease,177238.397,120806.791,226743.295,177 238 [120 807 - 226 743],75.178,51.242,96.176,75.18 [51.24 - 96.18]
WHO regions,5_Emr,2016,Female,50 to 54 years,Stroke,76875.777,40719.519,120987.16,76 876 [40 720 - 120 987],32.608,17.272,51.318,32.61 [17.27 - 51.32]
WHO regions,5_Emr,2016,Female,50 to 54 years,Chronic Obstructive Pulmonary Disease,22500.474,9010.76,40814.541,22 500 [9 011 - 40 815],9.544,3.822,17.312,9.54 [3.82 - 17.31]
WHO regions,5_Emr,2016,Female,50 to 54 years,Acute Lower Respiratory Infections,15182.148,10017.551,20887.558,15 182 [10 018 - 20 888],6.44,4.249,8.86,6.44 [4.25 - 8.86]
WHO regions,5_Emr,2016,Female,50 to 54 years,Lung Cancer,5069.468,3031.252,7564.778,5 069 [3 031 - 7 565],2.15,1.286,3.209,2.15 [1.29 - 3.21]
WHO regions,5_Emr,2016,Female,45 to 49 years,Ischaemic Heart Disease,133846.255,91383.267,171122.464,133 846 [91 383 - 171 122],52.905,36.121,67.639,52.91 [36.12 - 67.64]
WHO regions,5_Emr,2016,Female,45 to 49 years,Stroke,58238.529,30913.882,91481.896,58 239 [30 914 - 91 482],23.02,12.219,36.16,23.02 [12.22 - 36.16]
WHO regions,5_Emr,2016,Female,45 to 49 years,Chronic Obstructive Pulmonary Disease,15999.438,6367.399,29122.038,15 999 [6 367 - 29 122],6.324,2.517,11.511,6.32 [2.52 - 11.51]
WHO regions,5_Emr,2016,Female,45 to 49 years,Acute Lower Respiratory Infections,12866.758,8603.89,17527.257,12 867 [8 604 - 17 527],5.086,3.401,6.928,5.09 [3.40 - 6.93]
WHO regions,5_Emr,2016,Female,45 to 49 years,Lung Cancer,3872.119,2320.847,5770.479,3 872 [2 321 - 5 770],1.53,0.917,2.281,1.53 [0.92 - 2.28]
WHO regions,5_Emr,2016,Female,40 to 44 years,Ischaemic Heart Disease,97357.644,66852.353,124161.991,97 358 [66 852 - 124 162],35.548,24.409,45.334,35.55 [24.41 - 45.33]
WHO regions,5_Emr,2016,Female,40 to 44 years,Stroke,46358.009,24581.917,72947.189,46 358 [24 582 - 72 947],16.926,8.975,26.635,16.93 [8.98 - 26.64]
WHO regions,5_Emr,2016,Female,40 to 44 years,Acute Lower Respiratory Infections,12584.743,8354.888,17249.783,12 585 [8 355 - 17 250],4.595,3.051,6.298,4.60 [3.05 - 6.30]
WHO regions,5_Emr,2016,Female,40 to 44 years,Chronic Obstructive Pulmonary Disease,11684.651,4629.466,21310.922,11 685 [4 629 - 21 311],4.266,1.69,7.781,4.27 [1.69 - 7.78]
WHO regions,5_Emr,2016,Female,40 to 44 years,Lung Cancer,2375.897,1417.396,3552.089,2 376 [1 417 - 3 552],0.868,0.517,1.297,0.87 [0.52 - 1.30]
WHO regions,5_Emr,2016,Female,35 to 39 years,Ischaemic Heart Disease,70505.15,48482.19,89817.811,70 505 [48 482 - 89 818],22.946,15.779,29.232,22.95 [15.78 - 29.23]
WHO regions,5_Emr,2016,Female,35 to 39 years,Stroke,33305.158,17638.985,52423.374,33 305 [17 639 - 52 423],10.839,5.741,17.061,10.84 [5.74 - 17.06]
WHO regions,5_Emr,2016,Female,35 to 39 years,Acute Lower Respiratory Infections,14024.694,9435.576,19061.496,14 025 [9 436 - 19 061],4.564,3.071,6.204,4.56 [3.07 - 6.20]
WHO regions,5_Emr,2016,Female,35 to 39 years,Chronic Obstructive Pulmonary Disease,11022.58,4349.115,20142.858,11 023 [4 349 - 20 143],3.587,1.415,6.556,3.59 [1.42 - 6.56]
WHO regions,5_Emr,2016,Female,35 to 39 years,Lung Cancer,1531.223,913.376,2288.55,1 531 [913 - 2 289],0.498,0.297,0.745,0.50 [0.30 - 0.75]
WHO regions,5_Emr,2016,Female,30 to 34 years,Ischaemic Heart Disease,51109.125,35007.638,65198.226,51 109 [35 008 - 65 198],14.951,10.241,19.073,14.95 [10.24 - 19.07]
WHO regions,5_Emr,2016,Female,30 to 34 years,Stroke,27090.479,14407.648,42538.383,27 090 [14 408 - 42 538],7.925,4.215,12.444,7.93 [4.22 - 12.44]
WHO regions,5_Emr,2016,Female,30 to 34 years,Acute Lower Respiratory Infections,13700.3,9104.622,18728.627,13 700 [9 105 - 18 729],4.008,2.663,5.479,4.01 [2.66 - 5.48]
WHO regions,5_Emr,2016,Female,30 to 34 years,Chronic Obstructive Pulmonary Disease,10228.052,4037.722,18672.535,10 228 [4 038 - 18 673],2.992,1.181,5.462,2.99 [1.18 - 5.46]
WHO regions,5_Emr,2016,Female,30 to 34 years,Lung Cancer,1122.788,677.41,1663.435,1 123 [677 - 1 663],0.328,0.198,0.487,0.33 [0.20 - 0.49]
WHO regions,5_Emr,2016,Female,25 to 29 years,Ischaemic Heart Disease,31295.465,21465.345,39886.313,31 295 [21 465 - 39 886],8.667,5.945,11.046,8.67 [5.95 - 11.05]
WHO regions,5_Emr,2016,Female,25 to 29 years,Stroke,20029.084,10629.992,31491.804,20 029 [10 630 - 31 492],5.547,2.944,8.722,5.55 [2.94 - 8.72]
WHO regions,5_Emr,2016,Female,25 to 29 years,Acute Lower Respiratory Infections,13213.49,8721.726,18125.518,13 213 [8 722 - 18 126],3.659,2.416,5.02,3.66 [2.42 - 5.02]
WHO regions,5_Emr,2016,Female,25 to 29 years,Chronic Obstructive Pulmonary Disease,8309.354,3279.997,15163.652,8 309 [3 280 - 15 164],2.301,0.908,4.199,2.30 [0.91 - 4.20]
WHO regions,5_Emr,2016,Female,25 to 29 years,Lung Cancer,835.806,497.218,1250.49,836 [497 - 1 250],0.232,0.138,0.346,0.23 [0.14 - 0.35]
WHO regions,5_Emr,2016,Female,20 to 24 years,Acute Lower Respiratory Infections,12368.898,8055.504,17078.016,12 369 [8 056 - 17 078],3.424,2.23,4.727,3.42 [2.23 - 4.73]
WHO regions,5_Emr,2016,Female,15 to 19 years,Acute Lower Respiratory Infections,12523.728,8188.93,17256.179,12 524 [8 189 - 17 256],3.44,2.249,4.74,3.44 [2.25 - 4.74]
WHO regions,5_Emr,2016,Female,10 to 14 years,Acute Lower Respiratory Infections,24211.682,15461.103,33795.71,24 212 [15 461 - 33 796],6.353,4.057,8.868,6.35 [4.06 - 8.87]
WHO regions,5_Emr,2016,Female,5 to 9 years,Acute Lower Respiratory Infections,52382.663,33490.105,73513.809,52 383 [33 490 - 73 514],12.592,8.05,17.672,12.59 [8.05 - 17.67]
WHO regions,5_Emr,2016,Female,0 to 4 years,Acute Lower Respiratory Infections,1468703.573,971724.614,2018891.153,1 468 704 [971 725 - 2 018 891],320.578,212.101,440.669,320.58 [212.10 - 440.67]
WHO regions,5_Emr,2016,Male,80 years and over,Ischaemic Heart Disease,215987.619,146172.043,276632.956,215 988 [146 172 - 276 633],153.284,103.736,196.323,153.28 [103.74 - 196.32]
WHO regions,5_Emr,2016,Male,80 years and over,Chronic Obstructive Pulmonary Disease,68287.619,27828.923,122445.36,68 288 [27 829 - 122 445],48.463,19.75,86.898,48.46 [19.75 - 86.90]
WHO regions,5_Emr,2016,Male,80 years and over,Stroke,65867.784,34373.335,103037.487,65 868 [34 373 - 103 037],46.746,24.394,73.124,46.75 [24.39 - 73.12]
WHO regions,5_Emr,2016,Male,80 years and over,Acute Lower Respiratory Infections,33107.553,22393.074,44808.291,33 108 [22 393 - 44 808],23.496,15.892,31.8,23.50 [15.89 - 31.80]
WHO regions,5_Emr,2016,Male,80 years and over,Lung Cancer,4297.434,2536.977,6473.569,4 297 [2 537 - 6 474],3.05,1.8,4.594,3.05 [1.80 - 4.59]
WHO regions,5_Emr,2016,Male,75 to 79 years,Ischaemic Heart Disease,224713.297,152138.421,287912.491,224 713 [152 138 - 287 912],131.562,89.072,168.563,131.56 [89.07 - 168.56]
WHO regions,5_Emr,2016,Male,75 to 79 years,Stroke,76810.007,40327.69,120459.029,76 810 [40 328 - 120 459],44.969,23.61,70.524,44.97 [23.61 - 70.52]
WHO regions,5_Emr,2016,Male,75 to 79 years,Chronic Obstructive Pulmonary Disease,66749.799,27235.843,119627.35,66 750 [27 236 - 119 627],39.08,15.946,70.038,39.08 [15.95 - 70.04]
WHO regions,5_Emr,2016,Male,75 to 79 years,Acute Lower Respiratory Infections,29763.802,20122.998,40345.839,29 764 [20 123 - 40 346],17.426,11.781,23.621,17.43 [11.78 - 23.62]
WHO regions,5_Emr,2016,Male,75 to 79 years,Lung Cancer,6691.569,3981.507,10026.053,6 692 [3 982 - 10 026],3.918,2.331,5.87,3.92 [2.33 - 5.87]
WHO regions,5_Emr,2016,Male,70 to 74 years,Ischaemic Heart Disease,296951.716,201437.118,380348.614,296 952 [201 437 - 380 349],167.005,113.288,213.907,167.01 [113.29 - 213.91]
WHO regions,5_Emr,2016,Male,70 to 74 years,Stroke,95103.638,50175.734,149332.703,95 104 [50 176 - 149 333],53.486,28.219,83.984,53.49 [28.22 - 83.98]
WHO regions,5_Emr,2016,Male,70 to 74 years,Chronic Obstructive Pulmonary Disease,82620.336,33802.748,147852.242,82 620 [33 803 - 147 852],46.465,19.011,83.152,46.47 [19.01 - 83.15]
WHO regions,5_Emr,2016,Male,70 to 74 years,Acute Lower Respiratory Infections,35427.255,23954.455,48059.042,35 427 [23 954 - 48 059],19.924,13.472,27.028,19.92 [13.47 - 27.03]
WHO regions,5_Emr,2016,Male,70 to 74 years,Lung Cancer,11490.39,6889.37,17119.085,11 490 [6 889 - 17 119],6.462,3.875,9.628,6.46 [3.88 - 9.63]
WHO regions,5_Emr,2016,Male,65 to 69 years,Ischaemic Heart Disease,367540.545,249825.374,470304.155,367 541 [249 825 - 470 304],193.175,131.305,247.187,193.18 [131.31 - 247.19]
WHO regions,5_Emr,2016,Male,65 to 69 years,Stroke,105827.886,55930.316,166382.968,105 828 [55 930 - 166 383],55.622,29.396,87.449,55.62 [29.40 - 87.45]
WHO regions,5_Emr,2016,Male,65 to 69 years,Chronic Obstructive Pulmonary Disease,79692.771,32501.131,143000.837,79 693 [32 501 - 143 001],41.886,17.082,75.16,41.89 [17.08 - 75.16]
WHO regions,5_Emr,2016,Male,65 to 69 years,Acute Lower Respiratory Infections,36081.751,24409.341,48955.771,36 082 [24 409 - 48 956],18.964,12.829,25.731,18.96 [12.83 - 25.73]
WHO regions,5_Emr,2016,Male,65 to 69 years,Lung Cancer,16546.567,9934.976,24632.507,16 547 [9 935 - 24 633],8.697,5.222,12.947,8.70 [5.22 - 12.95]
WHO regions,5_Emr,2016,Male,60 to 64 years,Ischaemic Heart Disease,429445.96,292315.848,549105.337,429 446 [292 316 - 549 105],200.214,136.282,256,200.21 [136.28 - 256.00]
WHO regions,5_Emr,2016,Male,60 to 64 years,Stroke,107350.508,56752.128,168742.291,107 351 [56 752 - 168 742],50.048,26.459,78.67,50.05 [26.46 - 78.67]
WHO regions,5_Emr,2016,Male,60 to 64 years,Chronic Obstructive Pulmonary Disease,74342.636,30239.19,133702.321,74 343 [30 239 - 133 702],34.66,14.098,62.334,34.66 [14.10 - 62.33]
WHO regions,5_Emr,2016,Male,60 to 64 years,Acute Lower Respiratory Infections,40000.216,27097.236,54236.949,40 000 [27 097 - 54 237],18.649,12.633,25.286,18.65 [12.63 - 25.29]
WHO regions,5_Emr,2016,Male,60 to 64 years,Lung Cancer,21521.466,12863.943,32161.161,21 521 [12 864 - 32 161],10.034,5.997,14.994,10.03 [6.00 - 14.99]
WHO regions,5_Emr,2016,Male,55 to 59 years,Ischaemic Heart Disease,426474.005,291373.689,544466.076,426 474 [291 374 - 544 466],179.31,122.507,228.919,179.31 [122.51 - 228.92]
WHO regions,5_Emr,2016,Male,55 to 59 years,Stroke,93747.165,49765.971,147209.052,93 747 [49 766 - 147 209],39.416,20.924,61.894,39.42 [20.92 - 61.89]
WHO regions,5_Emr,2016,Male,55 to 59 years,Chronic Obstructive Pulmonary Disease,57388.058,23331.203,103275.439,57 388 [23 331 - 103 275],24.129,9.81,43.422,24.13 [9.81 - 43.42]
WHO regions,5_Emr,2016,Male,55 to 59 years,Acute Lower Respiratory Infections,32897.306,22255.741,44671.891,32 897 [22 256 - 44 672],13.832,9.357,18.782,13.83 [9.36 - 18.78]
WHO regions,5_Emr,2016,Male,55 to 59 years,Lung Cancer,22655.766,13538.093,33874.522,22 656 [13 538 - 33 875],9.526,5.692,14.242,9.53 [5.69 - 14.24]
WHO regions,5_Emr,2016,Male,50 to 54 years,Ischaemic Heart Disease,377738.403,258943.598,481583.786,377 738 [258 944 - 481 584],148.567,101.844,189.41,148.57 [101.84 - 189.41]
WHO regions,5_Emr,2016,Male,50 to 54 years,Stroke,82330.11,43883.116,129145.096,82 330 [43 883 - 129 145],32.381,17.259,50.794,32.38 [17.26 - 50.79]
WHO regions,5_Emr,2016,Male,50 to 54 years,Chronic Obstructive Pulmonary Disease,44522.646,18120.722,80081.663,44 523 [18 121 - 80 082],17.511,7.127,31.497,17.51 [7.13 - 31.50]
WHO regions,5_Emr,2016,Male,50 to 54 years,Acute Lower Respiratory Infections,28796.873,19618.204,38964.11,28 797 [19 618 - 38 964],11.326,7.716,15.325,11.33 [7.72 - 15.33]
WHO regions,5_Emr,2016,Male,50 to 54 years,Lung Cancer,18607.683,11061.52,27919.75,18 608 [11 062 - 27 920],7.319,4.351,10.981,7.32 [4.35 - 10.98]
WHO regions,5_Emr,2016,Male,45 to 49 years,Ischaemic Heart Disease,283234.825,194373.154,361012.405,283 235 [194 373 - 361 012],103.002,70.687,131.287,103.00 [70.69 - 131.29]
WHO regions,5_Emr,2016,Male,45 to 49 years,Stroke,59442.884,31655.593,93209.384,59 443 [31 656 - 93 209],21.617,11.512,33.897,21.62 [11.51 - 33.90]
WHO regions,5_Emr,2016,Male,45 to 49 years,Chronic Obstructive Pulmonary Disease,27610.123,11159.59,49849.558,27 610 [11 160 - 49 850],10.041,4.058,18.128,10.04 [4.06 - 18.13]
WHO regions,5_Emr,2016,Male,45 to 49 years,Acute Lower Respiratory Infections,24382.63,16558.279,33052.606,24 383 [16 558 - 33 053],8.867,6.022,12.02,8.87 [6.02 - 12.02]
WHO regions,5_Emr,2016,Male,45 to 49 years,Lung Cancer,12409.704,7367.311,18631,12 410 [7 367 - 18 631],4.513,2.679,6.775,4.51 [2.68 - 6.78]
WHO regions,5_Emr,2016,Male,40 to 44 years,Ischaemic Heart Disease,204595.542,140803.471,260479.884,204 596 [140 803 - 260 480],67.201,46.248,85.556,67.20 [46.25 - 85.56]
WHO regions,5_Emr,2016,Male,40 to 44 years,Stroke,46115.558,24590.175,72337.794,46 116 [24 590 - 72 338],15.147,8.077,23.76,15.15 [8.08 - 23.76]
WHO regions,5_Emr,2016,Male,40 to 44 years,Acute Lower Respiratory Infections,22721.092,15437.504,30755.228,22 721 [15 438 - 30 755],7.463,5.07,10.102,7.46 [5.07 - 10.10]
WHO regions,5_Emr,2016,Male,40 to 44 years,Chronic Obstructive Pulmonary Disease,18345.573,7376.984,33208.341,18 346 [7 377 - 33 208],6.026,2.423,10.908,6.03 [2.42 - 10.91]
WHO regions,5_Emr,2016,Male,40 to 44 years,Lung Cancer,5930.475,3495.321,8947.704,5 930 [3 495 - 8 948],1.948,1.148,2.939,1.95 [1.15 - 2.94]
